Change Request,Description,CR type,Process,WF type,Date completed,Month
100002430,A511 Create DPI Prasinezumab CPMF,Make,Production master data,G15,13-May-25,May-25
100002369,MDG CR 732078,Make,Production master data,R10,13-May-25,May-25
737204,Create FINP EEU NMRMC0078498,MDG,Material master creation,P30,14-May-25,May-25
739955,VERIFY_PAIP CR732078,MDG,Development,LCM WF,14-May-25,May-25
739959,VERIFY_FINP CR735640,MDG,Development,LCM WF,14-May-25,May-25
740168,P30_Plant 2920_Extension,MDG,Material master creation,MDG CR,14-May-25,May-25
900003454,yldr output records cleansing in p1s,MDG,Production & launch,CR 999,14-May-25,May-25
100002421,A514 Update TCN Fill Reicpes Ops/BOM,Make,Production master data,G37,14-May-25,May-25
100002413,A511 Create DPI Tront CPMF,Make,Production master data,G15,14-May-25,May-25
740137,Create FINP DE NMRMC0162592,MDG,Material master creation,P30,15-May-25,May-25
740166,P30_Plant 2672_Extension,MDG,Material master creation,MDG CR,15-May-25,May-25
740208,P30_Plant 2830_Extension,MDG,Material master creation,MDG CR,15-May-25,May-25
740324,P30_Plant 2830_Extension,MDG,Material master creation,MDG CR,15-May-25,May-25
740343,P30_Plant 2980_Extension,MDG,Material master creation,MDG CR,15-May-25,May-25
740351,P30_Plant 2840_Extension,MDG,Material master creation,MDG CR,15-May-25,May-25
740364,P30_Plant 4030 & 4040_Extension,MDG,Material master creation,MDG CR,15-May-25,May-25
740565,DEPLOY PACP in Plant 2650 - Email,MDG,Material master creation,LCM WF,15-May-25,May-25
742881,AFF_ZFIN_Affiliate_Update_P98_Plant 1341,MDG,Production & launch,MDG CR,15-May-25,May-25
740133,Create FINP PH NMRMC0078416,MDG,Material master creation,P30,20-May-25,May-25
740213,Create FINP PH NMRMC0078418,MDG,Material master creation,P30,20-May-25,May-25
740394,P30_Plant 2690_Extension,MDG,Material master creation,MDG CR,20-May-25,May-25
740427,P30_Plant 2910_2990_Extension,MDG,Material master creation,MDG CR,20-May-25,May-25
740434,P30_Plant 2980_2990_Extension,MDG,Material master creation,MDG CR,20-May-25,May-25
740457,P30_Plant 2645_Extension,MDG,Material master creation,MDG CR,20-May-25,May-25
740466,P30_Plant 2910_2990_Extension,MDG,Material master creation,MDG CR,20-May-25,May-25
741652,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,MDG CR,20-May-25,May-25
741653,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,MDG CR,20-May-25,May-25
749170,Deletion flag to MRP area,MDG,Maintanence,MDG CR,20-May-25,May-25
100002482,A511 Create Recipe Notch CSC DWNSM,Make,Production master data,G15,20-May-25,May-25
740389,P30_Plant 2910_2980_2990_Extension,MDG,Material master creation,MDG CR,21-May-25,May-25
742905,Create SEMP UNLAB NMRMC0162608,MDG,Material master creation,P30,21-May-25,May-25
744537,Create FINP MA NMRMC0162642,MDG,Material master creation,P30,21-May-25,May-25
748677,CMO_ZFIN_Update non-GMP_P30_Plant 1001,MDG,Maintanence,MDG CR,21-May-25,May-25
749201,AFF_ZFIN_Update_P30_Plant_2690_MRPdata,MDG,Production & launch,MDG CR,21-May-25,May-25
749211,AFF_ZFIN_Update_P30_Plant_2690_MRPdata,MDG,Production & launch,MDG CR,21-May-25,May-25
900003181,omp & p98 pir update,MDG,Production & launch,CR 999,21-May-25,May-25
100002466,MDG CR 740213,Make,Production master data,R10,21-May-25,May-25
100002465,MDG CR 740133,Make,Production master data,R10,21-May-25,May-25
656260,CMO_ZBUL_Update GMP_P30_Plant 1001,MDG,Maintanence,MDG CR,22-May-25,May-25
656447,CMO_ZBUL_Update GMP_P30_Plant 1001,MDG,Maintanence,MDG CR,22-May-25,May-25
742705,AFF_ZFIN_Execution-Ready_P30_Plant 1400,MDG,Production & launch,MDG CR,22-May-25,May-25
742760,VERIFY_FINP_CR735505,MDG,Development,LCM WF,22-May-25,May-25
742894,Create SEMP UNLAB NMRMC0162597,MDG,Material master creation,P30,22-May-25,May-25
744321,VERIFY_FINP_CR740058,MDG,Development,LCM WF,22-May-25,May-25
744611,Create FINP DZ NMRMC0162653,MDG,Material master creation,P30,22-May-25,May-25
749032,VERIFY_ FINP_CR739970,MDG,Development,LCM WF,22-May-25,May-25
759625,Update MRP area,MDG,Maintanence,MDG CR,22-May-25,May-25
900003188,israel ean category update,MDG,Production & launch,CR 999,22-May-25,May-25
755623A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,22-May-25,May-25
755655A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,22-May-25,May-25
755704A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,22-May-25,May-25
755707A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,22-May-25,May-25
755744A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,22-May-25,May-25
755788A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,22-May-25,May-25
755779A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,22-May-25,May-25
900003186,10086693 temporary reactivation,MDG,Production & launch,CR 999,23-May-25,May-25
900003182,ph a731 duty and freight posted,MDG,Production & launch,CR 999,23-May-25,May-25
762730A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,23-May-25,May-25
742717,AFF_ZFIN_Execution-Ready_P30_Plant 2690,MDG,Production & launch,MDG CR,26-May-25,May-25
756410,CMO_ZINT_UPDATE NON-GMP_P55_1105_QM VIEW,MDG,Maintanence,MDG CR,26-May-25,May-25
756494,Create FINP DE NMRMC0162630,MDG,Material master creation,P30,26-May-25,May-25
756558,AFF_ZFIN_Affiliate_Update_P30_Plant 2640,MDG,Production & launch,MDG CR,26-May-25,May-25
756631,CMO_ZINT_UPDATE NON-GMP_P55_1105_QM VIEW,MDG,Maintanence,MDG CR,26-May-25,May-25
759668,AFF_ZFIN_Execution-Ready_P30_Plant 2990,MDG,Production & launch,MDG CR,26-May-25,May-25
765394A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,26-May-25,May-25
765406A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,26-May-25,May-25
765425A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,26-May-25,May-25
655598,MDG CR 619430 - Update CoO & Region of Origin,MDG,Maintanence,MDG CR,27-May-25,May-25
755614,Create FINP MY NMRMC0162623,MDG,Material master creation,P30,27-May-25,May-25
756376,Create FINP ES NMRMC0162632,MDG,Material master creation,P30,27-May-25,May-25
756377,Create FINP HR NMRMC0162635,MDG,Material master creation,P30,27-May-25,May-25
756417,Create FINP SG NMRMC0162626,MDG,Material master creation,P30,27-May-25,May-25
756446,Create FINP IE NMRMC0162636,MDG,Material master creation,P30,27-May-25,May-25
756454,Create FINP MY NMRMC0162685,MDG,Material master creation,P30,27-May-25,May-25
762865,VERIFY SEMP CR744372,MDG,Development,LCM WF,27-May-25,May-25
100002640,MDG CR 756494,Make,Production master data,R10,27-May-25,May-25
749036,VERIFY_FINP_CR740080,MDG,Development,LCM WF,28-May-25,May-25
753727,VERIFY_SEMP_CR742110,MDG,Development,LCM WF,28-May-25,May-25
755506,VERIFY_FINP_CR744299,MDG,Development,LCM WF,28-May-25,May-25
756460,Create FINP RO-BG NMRMC0162639,MDG,Material master creation,P30,28-May-25,May-25
756633,VERIFY_SEMP_CR742108,MDG,Development,LCM WF,28-May-25,May-25
766316,Create FINP GB NMRMC0162634,MDG,Material master creation,P30,28-May-25,May-25
766583,VERIFY_FINP_CR744374,MDG,Development,LCM WF,28-May-25,May-25
756378,Create FINP SI NMRMC0162645,MDG,Material master creation,P30,29-May-25,May-25
756469,Create FINP BE NMRMC0162650,MDG,Material master creation,P30,29-May-25,May-25
756518,Create FINP FR-CLIN NMRMC0162649,MDG,Material master creation,P30,29-May-25,May-25
771719,VERIFY_FINP_CR755744,MDG,Material master creation,LCM WF,29-May-25,May-25
771879A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,29-May-25,May-25
771972A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,29-May-25,May-25
771963A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,29-May-25,May-25
752929,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,MDG CR,30-May-25,May-25
762879,Create FINP DE NMRMC0162784,MDG,Material master creation,P30,30-May-25,May-25
775660,AFF_ZFIN_Affiliate_Update_P30_Plant_2840_HS_Code_Update,MDG,Production & launch,MDG CR,30-May-25,May-25
772285A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,30-May-25,May-25
772238A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,30-May-25,May-25
772340A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,30-May-25,May-25
772450A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,30-May-25,May-25
772464A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,30-May-25,May-25
772468A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,30-May-25,May-25
772471A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,30-May-25,May-25
772477A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,30-May-25,May-25
772513A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,30-May-25,May-25
772516A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,30-May-25,May-25
773147A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,30-May-25,May-25
772522A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,30-May-25,May-25
772523A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,30-May-25,May-25
775789A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,30-May-25,May-25
766306,Create FINP FR NMRMC0162633,MDG,Material master creation,P30,02-Jun-25,Jun-25
779895,AFF_ZFIN_Affiliate_Update_P30_Plant_2645,MDG,Production & launch,MDG CR,02-Jun-25,Jun-25
780022,AFF_ZFIN_Affiliate_Update_P30_Plant_2645,MDG,Production & launch,MDG CR,02-Jun-25,Jun-25
900003453,pacp at poland 2650,MDG,Production & launch,CR 999,02-Jun-25,Jun-25
900003185,poland pacp update,MDG,Production & launch,CR 999,02-Jun-25,Jun-25
759449,DEPLOY CR729342,MDG,Material master creation,LCM WF,03-Jun-25,Jun-25
784478A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,03-Jun-25,Jun-25
766250,VERIFY_FINP_CR755595,MDG,Development,LCM WF,04-Jun-25,Jun-25
766324,Create FINP FR NMRMC0162664,MDG,Material master creation,P30,04-Jun-25,Jun-25
767270,VERIFY_FINP_CR755466,MDG,Development,LCM WF,04-Jun-25,Jun-25
767624,VERIFY_FINP_CR755527,MDG,Development,LCM WF,04-Jun-25,Jun-25
767626,VERIFY_FINP_CR755623,MDG,Development,LCM WF,04-Jun-25,Jun-25
767818,VERIFY_FINP_CR755655,MDG,Development,LCM WF,04-Jun-25,Jun-25
767819,VERIFY_FINP_CR755704,MDG,Development,LCM WF,04-Jun-25,Jun-25
769038,VERIFY_FINP_CR755707,MDG,Development,LCM WF,04-Jun-25,Jun-25
769318,VERIFY_FINP_CR765394,MDG,Development,LCM WF,04-Jun-25,Jun-25
767412,AFF_ZFIN_Execution-Ready_P30_Plant 2980,MDG,Production & launch,MDG CR,05-Jun-25,Jun-25
771936,Create FINP HU NMRMC0162812,MDG,Material master creation,P30,05-Jun-25,Jun-25
771969,Create FINP IT-CLIN NMRMC0162814,MDG,Material master creation,P30,05-Jun-25,Jun-25
771992,Create FINP IE NMRMC0162813,MDG,Material master creation,P30,05-Jun-25,Jun-25
766628,AFF_ZFIN_Execution-Ready_P30_Plant 2850,MDG,Production & launch,MDG CR,06-Jun-25,Jun-25
775487,Create FINP PL NMRMC0162817,MDG,Material master creation,P30,06-Jun-25,Jun-25
799541,CMO_ZFIN_Update non-GMP_P30_Plant 1001_PIR_Update,MDG,Maintanence,MDG CR,06-Jun-25,Jun-25
767621,VERIFY_FINP_CR755472,MDG,Development,LCM WF,07-Jun-25,Jun-25
771883,VERIFY_FINP_CR755788,MDG,Development,LCM WF,07-Jun-25,Jun-25
775535,Create FINP CH NMRMC0162695,MDG,Material master creation,P30,07-Jun-25,Jun-25
775537,Create FINP NL NMRMC0162691,MDG,Material master creation,P30,07-Jun-25,Jun-25
775538,Create FINP MY NMRMC0162699,MDG,Material master creation,P30,07-Jun-25,Jun-25
775539,Create FINP TW NMRMC0162702,MDG,Material master creation,P30,07-Jun-25,Jun-25
775561,Create FINP PT NMRMC0162818,MDG,Material master creation,P30,07-Jun-25,Jun-25
775628,Create FINP MA NMRMC0162698,MDG,Material master creation,P30,07-Jun-25,Jun-25
804141,Enhance Client data (Vial size),MDG,Material master creation,P30,07-Jun-25,Jun-25
767678,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,MDG CR,09-Jun-25,Jun-25
769424,KAU_ZSEM_UpdateNonGMP_P30 Plant 1001_Status_Change,MDG,Production & launch,MDG CR,09-Jun-25,Jun-25
775607,Create FINP IE NMRMC0162777,MDG,Material master creation,P30,09-Jun-25,Jun-25
775682,Create FINP AT NMRMC0162617,MDG,Material master creation,P30,09-Jun-25,Jun-25
775683,Create FINP BE NMRMC0162774,MDG,Material master creation,P30,09-Jun-25,Jun-25
810357,Data Push to P30 CR 772238,MDG,Material master creation,P30,09-Jun-25,Jun-25
554654A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,09-Jun-25,Jun-25
800255A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,09-Jun-25,Jun-25
775568,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,MDG CR,10-Jun-25,Jun-25
775618,Create FINP DE NMRMC0162773,MDG,Material master creation,P30,10-Jun-25,Jun-25
775663,VERIFY_FINP_CR762730,MDG,Development,LCM WF,10-Jun-25,Jun-25
775712,Create FINP ES NMRMC0162775,MDG,Material master creation,P30,10-Jun-25,Jun-25
779544,VERIFY_FINP_CR765406,MDG,Development,LCM WF,10-Jun-25,Jun-25
780508,VERIFY FINP CR 762398,MDG,Development,LCM WF,10-Jun-25,Jun-25
784039,CMO_ZSEM_Ready for Execution_P30 (SEMP)_Plant 1001,MDG,Production & launch,MDG CR,10-Jun-25,Jun-25
789291,Create FINP BE NMRMC0162847,MDG,Material master creation,P30,10-Jun-25,Jun-25
792085,VERIFY_FINP_CR771879,MDG,Development,LCM WF,10-Jun-25,Jun-25
100002681,MDG CR 188754,Make,Production master data,R10,10-Jun-25,Jun-25
775676,Create FINP PT NMRMC0162779,MDG,Material master creation,P30,11-Jun-25,Jun-25
784709,Create FINP FR NMRMC0162840,MDG,Material master creation,P30,11-Jun-25,Jun-25
796558,VERIFY FINP CR 789390,MDG,Development,LCM WF,11-Jun-25,Jun-25
812091,VERIFY FINP CR 784615,MDG,Development,LCM WF,11-Jun-25,Jun-25
799986A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,11-Jun-25,Jun-25
775832,Create FINP BE NMRMC0162796,MDG,Material master creation,P30,12-Jun-25,Jun-25
789293,Create FINP CZ NMRMC0162844,MDG,Material master creation,P30,12-Jun-25,Jun-25
799398,VERIFY FINP CR 772531,MDG,Development,LCM WF,12-Jun-25,Jun-25
816372A,A411 BoM & Recipe creation,Make,Production master data,Mass upload,12-Jun-25,Jun-25
792109,Create FINP HU NMRMC0162855,MDG,Material master creation,P30,13-Jun-25,Jun-25
819024,Create FINP SE-FI NMRMC0162903,MDG,Material master creation,P30,13-Jun-25,Jun-25
900003459,update mm for ca materials,MDG,Production & launch,CR 999,13-Jun-25,Jun-25
900002998,11018012 plant extension j631,MDG,Production & launch,CR 999,13-Jun-25,Jun-25
100002717,MDG CR 772531,Make,Production master data,R10,13-Jun-25,Jun-25
819430,A411 BoM & Recipe creation,Make,Production master data,Mass upload,13-Jun-25,Jun-25
819500,A411 BoM & Recipe creation,Make,Production master data,Mass upload,13-Jun-25,Jun-25
792227,Create FINP RO NMRMC0162861,MDG,Material master creation,P30,14-Jun-25,Jun-25
792241,Create FINP SK NMRMC0162865,MDG,Material master creation,P30,14-Jun-25,Jun-25
792242,Create FINP PL NMRMC0162860,MDG,Material master creation,P30,14-Jun-25,Jun-25
792349,Create FINP IE NMRMC0162857,MDG,Material master creation,P30,14-Jun-25,Jun-25
792361,Create FINP NL NMRMC0162858,MDG,Material master creation,P30,14-Jun-25,Jun-25
792669,VERIFY_FINP_CR771972,MDG,Development,LCM WF,14-Jun-25,Jun-25
798790,Create FINP GB NMRMC0162871,MDG,Material master creation,P30,14-Jun-25,Jun-25
810121,Create FINP IE NMRMC0162801,MDG,Material master creation,P30,14-Jun-25,Jun-25
818834,Create FINP BG NMRMC0162900,MDG,Material master creation,P30,14-Jun-25,Jun-25
818931,Create FINP CZ NMRMC0162898,MDG,Material master creation,P30,14-Jun-25,Jun-25
818948,Create FINP AT NMRMC0162895,MDG,Material master creation,P30,14-Jun-25,Jun-25
818983,Create FINP ELL NMRMC0162902,MDG,Material master creation,P30,14-Jun-25,Jun-25
799819,VERIFY_FINP_CR771963,MDG,Development,LCM WF,16-Jun-25,Jun-25
803608,VERIFY_FINP_CR772285,MDG,Development,LCM WF,16-Jun-25,Jun-25
803610,VERIFY_FINP_CR772340,MDG,Development,LCM WF,16-Jun-25,Jun-25
804142,VERIFY_FINP_CR772450,MDG,Development,LCM WF,16-Jun-25,Jun-25
804143,VERIFY_FINP_CR772464,MDG,Development,LCM WF,16-Jun-25,Jun-25
804661,VERIFY_FINP_CR772468,MDG,Development,LCM WF,16-Jun-25,Jun-25
804662,VERIFY_FINP_CR772471,MDG,Development,LCM WF,16-Jun-25,Jun-25
810637,VERIFY_FINP_CR772513,MDG,Development,LCM WF,16-Jun-25,Jun-25
810638,VERIFY_FINP_CR772516,MDG,Development,LCM WF,16-Jun-25,Jun-25
814240,VERIFY_FINP_CR772522,MDG,Development,LCM WF,16-Jun-25,Jun-25
814371,VERIFY_FINP_CR789001,MDG,Development,LCM WF,16-Jun-25,Jun-25
816022,Create FINP FR NMRMC0162881,MDG,Material master creation,P30,16-Jun-25,Jun-25
816066,VERIFY_FINP_CR773147,MDG,Development,LCM WF,16-Jun-25,Jun-25
822065,Create FINP CH NMRMC0162926,MDG,Material master creation,P30,16-Jun-25,Jun-25
900003456,update foc_comp_cmo 11035252 alecensa,MDG,Production & launch,CR 999,16-Jun-25,Jun-25
100002830,A511 Create Recipe Notch CSC UPSM,Make,Production master data,G15,16-Jun-25,Jun-25
100002830,A511 Create DPI Tron 50MG CPMF,Make,Production master data,G15,16-Jun-25,Jun-25
821606,A411 BoM & Recipe creation,Make,Production master data,Mass upload,16-Jun-25,Jun-25
821609,A411 BoM & Recipe creation,Make,Production master data,Mass upload,16-Jun-25,Jun-25
821610,A411 BoM & Recipe creation,Make,Production master data,Mass upload,16-Jun-25,Jun-25
821707,A411 BoM & Recipe creation,Make,Production master data,Mass upload,16-Jun-25,Jun-25
821709,A411 BoM & Recipe creation,Make,Production master data,Mass upload,16-Jun-25,Jun-25
821714,A411 BoM & Recipe creation,Make,Production master data,Mass upload,16-Jun-25,Jun-25
771888,VERIFY_FINP_CR755779,MDG,Material master creation,LCM WF,17-Jun-25,Jun-25
788658,VERIFY_FINP_CR765425,MDG,Material master creation,LCM WF,17-Jun-25,Jun-25
803609,VERIFY_FINP_CR772238,MDG,Material master creation,LCM WF,17-Jun-25,Jun-25
820446,TOLL_ZFIN_Update non-GMP_P30_Plant 1001,MDG,Material master creation,LCM WF,17-Jun-25,Jun-25
823499,A411 BoM & Recipe creation,Make,Production master data,Mass upload,17-Jun-25,Jun-25
820344,TOLL_ZFIN_Update non-GMP_P30_Plant 1001,MDG,Production & launch,MDG CR,18-Jun-25,Jun-25
810636,VERIFY_FINP_CR772477,MDG,Material master creation,LCM WF,18-Jun-25,Jun-25
814602,VERIFY_FINP_CR772523,MDG,Material master creation,LCM WF,18-Jun-25,Jun-25
816142,VERIFY_FINP_CR784478,MDG,Material master creation,LCM WF,18-Jun-25,Jun-25
820897,VERIFY_FINP_CR791958,MDG,Material master creation,LCM WF,18-Jun-25,Jun-25
821012,VERIFY_FINP_CR795227,MDG,Material master creation,LCM WF,18-Jun-25,Jun-25
823822,Create FINP MY NMRMC0163008,MDG,Material master creation,LCM WF,18-Jun-25,Jun-25
823937,A411 BoM & Recipe creation,Make,Production master data,Mass upload,18-Jun-25,Jun-25
823981,A411 BoM & Recipe creation,Make,Production master data,Mass upload,18-Jun-25,Jun-25
821017,VERIFY_FINP_CR818733,MDG,Material master creation,LCM WF,19-Jun-25,Jun-25
821061,VERIFY_FINP_CR818785,MDG,Material master creation,LCM WF,19-Jun-25,Jun-25
820899,VERIFY_FINP_CR791972,MDG,Material master creation,LCM WF,20-Jun-25,Jun-25
820900,VERIFY_FINP_CR791819,MDG,Material master creation,LCM WF,20-Jun-25,Jun-25
819982,Create FINP ES NMRMC0162798,MDG,Material master creation,LCM WF,20-Jun-25,Jun-25
819197,VERIFY_FINP_CR775789,MDG,Material master creation,LCM WF,21-Jun-25,Jun-25
819948,VERIFY_FINP_CR789537,MDG,Material master creation,LCM WF,21-Jun-25,Jun-25
820302,VERIFY_FINP_CR818985,MDG,Material master creation,LCM WF,21-Jun-25,Jun-25
820898,VERIFY_FINP_CR791940,MDG,Material master creation,LCM WF,21-Jun-25,Jun-25
